handle,n_reels_sample,followers,posts,median_views,max_views,sum_views,median_vpf,max_vpf,median_topic_index,median_adj_factor,first_post_seen,last_post_seen,topics,account_kind,production_mode,style_mode,room_mode,realism_mode,language_mode,share_ai_generated,top_reel_url,instagram_url,follower_status,views_status
_velvet_abode,1,16000.0,101.0,18900000.0,18900000.0,18900000.0,1181.25,1181.25,42.23463687150838,37.42889533585795,2026-07-17T18:32:10.951000+00:00,2026-07-17T18:32:10.951000+00:00,room-makeover,lifestyle_influencer,real_footage,rustic_cozy,bedroom,real_existing,en,0.0,https://www.instagram.com/reel/Da53cv3Tc-Q/,https://www.instagram.com/_velvet_abode/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
jetset_anna,2,711000.0,1422.0,10500000.0,18800000.0,21000000.0,14.767932489451477,26.441631504922643,25.163302381025694,7.900159043162459,2022-08-14T06:42:08.252000+00:00,2025-02-07T07:29:23.592000+00:00,amalfi-coast;lake-como-villa;luxury-homes-on-the-amalfi-coast,lifestyle_influencer,real_footage,classical_luxury,other,real_existing,en,0.0,https://www.instagram.com/reel/ChOvEWRq9Og/,https://www.instagram.com/jetset_anna/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
reschio,1,2000000.0,3329.0,18800000.0,18800000.0,18800000.0,9.4,9.4,27.893175074183976,16.682953314578057,2024-07-24T16:02:46.228000+00:00,2024-07-24T16:02:46.228000+00:00,luxury-pool,other,real_footage,mediterranean,pool,real_existing,en,0.0,https://www.instagram.com/reel/C9z7ny9syhE/,https://www.instagram.com/reschio/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
thehomopien,1,546000.0,378.0,18500000.0,18500000.0,18500000.0,33.88278388278388,33.88278388278388,35.95724003887269,22.63694884200415,2026-04-03T18:31:12.204000+00:00,2026-04-03T18:31:12.204000+00:00,inside-underground-bunker-house,ai_creator,ai_generated,other,other,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DWrf3s5kzC7/,https://www.instagram.com/thehomopien/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
karolaineponci,1,,,18100000.0,18100000.0,18100000.0,,,10.969696969696969,,2024-06-28T23:47:08.891000+00:00,2024-06-28T23:47:08.891000+00:00,amalfi-coast,,,,,,,,https://www.instagram.com/reel/C8x0GQBOeG9/,https://www.instagram.com/karolaineponci/,UNKNOWN,"VERIFIED (public topic pages; sample, not full account history)"
diycraftstvofficial,4,6000000.0,1597.0,3450000.0,17600000.0,25500000.0,0.575,2.933333333333333,4.720113982347575,1.3822601747484229,2026-01-03T11:49:29.491000+00:00,2026-04-04T12:51:38.933000+00:00,a-frame-modern-cabins;container-home-luxury-models-2026;infinity-pools;underground-house,theme_page,ai_generated,industrial,exterior_facade,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DWtdzmuDh4P/,https://www.instagram.com/diycraftstvofficial/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
ariffathulhakim,2,1000000.0,1777.0,8848000.0,17400000.0,17696000.0,8.847999999999999,17.4,2.841393558080571,1.3747193788018706,2025-07-15T23:00:14.986000+00:00,2025-10-22T02:14:11.623000+00:00,luxury-cabin;rainy-day,lifestyle_influencer,real_footage,other,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DMJWZAYxYLS/,https://www.instagram.com/ariffathulhakim/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
design_x_interior,2,88000.0,379.0,8895000.0,17400000.0,17790000.0,102.2159090909091,200.0,25.928571428571427,19.156485741537033,2026-01-31T11:50:23.346000+00:00,2026-03-30T11:59:24.538000+00:00,luxury-bedroom-design;luxury-room,designer_studio,ai_generated,dark_luxury,bedroom,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DULItzMjQq7/,https://www.instagram.com/design_x_interior/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
gabscanu,1,505000.0,1386.0,17100000.0,17100000.0,17100000.0,33.86138613861386,33.86138613861386,19.24592009003939,47.658344794997575,2023-03-09T10:13:55.608000+00:00,2023-03-09T10:13:55.608000+00:00,overwater-villa,lifestyle_influencer,real_footage,tropical,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/CpkH2qfguh_/,https://www.instagram.com/gabscanu/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
kratosdigitalarts,1,90000.0,242.0,17100000.0,17100000.0,17100000.0,190.0,190.0,6.452830188679245,10.198887686337466,2026-06-30T08:07:40.269000+00:00,2026-06-30T08:07:40.269000+00:00,ai-art,ai_creator,ai_generated,rustic_cozy,terrace_outdoor,fantasy_impossible,en,1.0,https://www.instagram.com/reel/DaM-d0KTKUQ/,https://www.instagram.com/kratosdigitalarts/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
jonaways,1,84000.0,469.0,16600000.0,16600000.0,16600000.0,197.61904761904762,197.61904761904762,36.72566371681416,19.10074086897365,2026-04-17T13:45:17.201000+00:00,2026-04-17T13:45:17.201000+00:00,bali-luxury-villas-with-private-pools,lifestyle_influencer,real_footage,biophilic,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DXPCR1cE_iL/,https://www.instagram.com/jonaways/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
imtiazsahib33,2,120000.0,287.0,8308800.0,16600000.0,16617600.0,69.24000000000001,138.33333333333334,7.488778729157278,15.155947894738645,2026-04-24T18:32:22.809000+00:00,2026-05-03T20:01:24.742000+00:00,underground-house,other,ai_generated,cyberpunk,garden_landscape,aspirational_realistic,en,0.5,https://www.instagram.com/reel/DX46CqWjZej/,https://www.instagram.com/imtiazsahib33/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
swaraagharat,1,5000.0,142.0,16500000.0,16500000.0,16500000.0,3300.0,3300.0,68.04123711340206,151.61869556157808,2026-04-05T16:26:17.468000+00:00,2026-04-05T16:26:17.468000+00:00,maldives-resort,lifestyle_influencer,real_footage,tropical,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DWwbKkRknNK/,https://www.instagram.com/swaraagharat/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
edin.flat,1,56000.0,146.0,16100000.0,16100000.0,16100000.0,287.5,287.5,19.23536439665472,20.19080280572764,2026-08-07T14:04:12.081000+00:00,2026-08-07T14:04:12.081000+00:00,home-decor,lifestyle_influencer,real_footage,organic_modern,living_room,real_existing,en,0.0,https://www.instagram.com/reel/DbvdeXsNDcc/,https://www.instagram.com/edin.flat/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
myplants.uae,2,123000.0,547.0,8278500.0,15600000.0,16557000.0,67.30487804878048,126.82926829268293,16.26424361493124,19.842283344493417,2026-05-12T11:20:51.295000+00:00,2026-05-13T03:17:49.079000+00:00,landscape-design-ai,contractor_trade,ai_generated,mediterranean,garden_landscape,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DYPJn3DMuaV/,https://www.instagram.com/myplants.uae/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
elarch.studio,3,540000.0,3243.0,5500000.0,15500000.0,21036500.0,10.185185185185185,28.703703703703702,22.357723577235774,13.19983217689468,2024-09-14T15:10:08.684000+00:00,2025-11-03T12:31:32.250000+00:00,luxury-home-theater-ideas;luxury-modern-beautiful-house;ultra-modern-luxury-house-design,designer_studio,3d_render,modern_luxury,exterior_facade,aspirational_realistic,en,0.0,https://www.instagram.com/reel/C_5u72pxVBx/,https://www.instagram.com/elarch.studio/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
architect_hitesh,2,262000.0,928.0,7574500.0,14900000.0,15149000.0,28.910305343511453,56.87022900763359,16.574398249452955,13.838638328208074,2025-12-13T13:52:37.259000+00:00,2025-12-18T08:18:43.738000+00:00,modern-villa,designer_studio,ai_generated,modern_luxury,exterior_facade,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DSNLwLZCKcD/,https://www.instagram.com/architect_hitesh/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
greengenielandscapes,1,1000000.0,301.0,14800000.0,14800000.0,14800000.0,14.8,14.8,13.615455381784729,5.839330825797642,2026-04-04T07:49:01.397000+00:00,2026-04-04T07:49:01.397000+00:00,luxury-garden,contractor_trade,real_footage,modern_luxury,terrace_outdoor,real_existing,en,0.0,https://www.instagram.com/reel/DWs7LG-EoZT/,https://www.instagram.com/greengenielandscapes/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
archibible,2,220000.0,1206.0,7373000.0,14300000.0,14746000.0,33.513636363636365,65.0,17.830713422007257,9.720254027881154,2025-05-15T21:44:05.694000+00:00,2025-06-20T21:54:37.064000+00:00,midjourney-architecture,ai_creator,ai_generated,futuristic,exterior_facade,fantasy_impossible,en,1.0,https://www.instagram.com/reel/DLI3AbXsnNC/,https://www.instagram.com/archibible/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
nostalgicraindrops,3,713000.0,151.0,3900000.0,14100000.0,19100000.0,5.46984572230014,19.775596072931275,1.9590382902938557,1.9401708491965561,2024-05-30T19:44:48.214000+00:00,2025-05-13T15:56:03.114000+00:00,cozy-rain;rain-cozy;rain-sounds,theme_page,ai_generated,rustic_cozy,bedroom,aspirational_realistic,en,0.6666666666666666,https://www.instagram.com/reel/C7mtT4-yj7n/,https://www.instagram.com/nostalgicraindrops/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
spirithiker,1,,,13800000.0,13800000.0,13800000.0,,,8.625,,2024-03-27T22:56:39.709000+00:00,2024-03-27T22:56:39.709000+00:00,treehouse-hotel,,,,,,,,https://www.instagram.com/reel/C5CQZGiP15N/,https://www.instagram.com/spirithiker/,UNKNOWN,"VERIFIED (public topic pages; sample, not full account history)"
juliagal_,4,4000000.0,1232.0,4591500.0,13600000.0,22885000.0,1.147875,3.4,27.709148394700055,4.3504382345095,2025-01-18T18:28:03.811000+00:00,2026-07-21T07:06:15.775000+00:00,best-rooftop-pools;luxury-hotel;luxury-hotel-suite,lifestyle_influencer,real_footage,mediterranean,pool,real_existing,en,0.0,https://www.instagram.com/reel/DRnDRfOjAbX/,https://www.instagram.com/juliagal_/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
proud_and_property,2,50000.0,2592.0,7188500.0,13500000.0,14377000.0,143.77,270.0,3.1853540372670808,10.415561894493568,2026-04-08T11:31:36.435000+00:00,2026-04-18T15:49:11.190000+00:00,dream-home;luxury-house,real_estate,real_footage,modern_luxury,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DW3n03NCOri/,https://www.instagram.com/proud_and_property/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
calm_neststudio,3,156000.0,1020.0,172000.0,13100000.0,13300300.0,0.6419871794871795,1.1025641025641026,1.215547703180212,0.31278728405673256,2025-11-28T15:23:31.860000+00:00,2026-04-04T12:56:37.941000+00:00,cozy-rain;rain-cozy;rain-sounds,theme_page,ai_generated,japandi,bedroom,stylized_dreamy,en,1.0,https://www.instagram.com/reel/DS_uPLMlNwQ/,https://www.instagram.com/calm_neststudio/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
homeofmerve,1,459000.0,456.0,13100000.0,13100000.0,13100000.0,28.540305010893245,28.540305010893245,30.536130536130536,12.22695975090852,2023-07-27T15:25:17.408000+00:00,2023-07-27T15:25:17.408000+00:00,bedroom-decor;bedroom-design;cozy-bedroom-ideas;dream-bedroom-decor-ideas,lifestyle_influencer,real_footage,scandinavian,bedroom,real_existing,de,0.0,https://www.instagram.com/reel/CvNKxqDtAj1/,https://www.instagram.com/homeofmerve/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
lk4id,1,2000000.0,674.0,13000000.0,13000000.0,13000000.0,6.5,6.5,217.9379715004191,15.164607329450945,2023-09-13T07:00:33.513000+00:00,2023-09-13T07:00:33.513000+00:00,futuristic-interior;luxury-apartment,designer_studio,3d_render,dark_luxury,living_room,stylized_dreamy,en,0.0,https://www.instagram.com/reel/CxH3K5IL2w6/,https://www.instagram.com/lk4id/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
holayasmin_,1,408000.0,692.0,12700000.0,12700000.0,12700000.0,31.127450980392158,31.127450980392158,42.12271973466003,16.01444982181342,2025-05-11T07:09:44.244000+00:00,2025-05-11T07:09:44.244000+00:00,cottagecore-living-room-design,lifestyle_influencer,real_footage,rustic_cozy,living_room,real_existing,en,0.0,https://www.instagram.com/reel/DJgR8XtsFQ2/,https://www.instagram.com/holayasmin_/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
not_your_basic_build,1,974000.0,178.0,12600000.0,12600000.0,12600000.0,12.936344969199178,12.936344969199178,11.35646687697161,8.631877687789798,2026-02-14T18:34:43.352000+00:00,2026-02-14T18:34:43.352000+00:00,underground-house,ai_creator,ai_generated,mediterranean,garden_landscape,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DUv6Hefgpjs/,https://www.instagram.com/not_your_basic_build/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
lakecomo_boat,2,1000000.0,1936.0,12400000.0,12400000.0,24800000.0,12.4,12.4,174.30872481684065,32.934321120558046,2025-05-18T06:12:11.426000+00:00,2026-05-03T06:10:10.775000+00:00,como-lake-villas;lake-como-villa,other,real_footage,mediterranean,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DJyM7Akq1RY/,https://www.instagram.com/lakecomo_boat/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
zinapoyalar_uz,1,88000.0,195.0,11800000.0,11800000.0,11800000.0,134.0909090909091,134.0909090909091,1.004255319148936,0.9757162624516352,2026-02-24T11:57:29.136000+00:00,2026-02-24T11:57:29.136000+00:00,architecture,theme_page,ai_generated,modern_luxury,stairs_hall,stylized_dreamy,en,1.0,https://www.instagram.com/reel/DVI8mxrjUGN/,https://www.instagram.com/zinapoyalar_uz/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
jen.casanovas.ibiza,1,5000.0,71.0,11700000.0,11700000.0,11700000.0,2340.0,2340.0,0.9957446808510638,3.6995219279692635,2026-02-23T12:18:43.967000+00:00,2026-02-23T12:18:43.967000+00:00,architecture,real_estate,real_footage,minimalist,other,real_existing,en,0.0,https://www.instagram.com/reel/DVGaPhTDQO8/,https://www.instagram.com/jen.casanovas.ibiza/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
poladcrete,1,101000.0,143.0,11700000.0,11700000.0,11700000.0,115.84158415841584,115.84158415841584,19.29101401483924,20.443684127327778,2026-02-17T02:49:41.188000+00:00,2026-02-17T02:49:41.188000+00:00,backyard-design,contractor_trade,ai_generated,minimalist,garden_landscape,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DU18Wc1kQNI/,https://www.instagram.com/poladcrete/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
ai.design.ideas,3,136000.0,249.0,343000.0,11300000.0,11702500.0,2.5220588235294117,83.08823529411765,8.909090909090908,4.9359280832995305,2025-12-31T21:38:38.144000+00:00,2026-01-24T09:00:40.931000+00:00,industrial-chic-interior-design;industrial-interior,ai_creator,ai_generated,industrial,kitchen,aspirational_realistic,en,1.0,https://www.instagram.com/reel/DS8X3AKk_vU/,https://www.instagram.com/ai.design.ideas/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
mycozycorner_28,1,8000.0,106.0,11200000.0,11200000.0,11200000.0,1400.0,1400.0,8.0,20.174528164476687,2026-03-06T14:32:57.034000+00:00,2026-03-06T14:32:57.034000+00:00,home-decor-ideas,lifestyle_influencer,real_footage,other,living_room,real_existing,en,0.0,https://www.instagram.com/reel/DVi-WL4kRm2/,https://www.instagram.com/mycozycorner_28/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
sellingwithsimmrit,1,75000.0,310.0,10700000.0,10700000.0,10700000.0,142.66666666666666,142.66666666666666,33.542319749216304,21.96524287894993,2026-08-20T15:31:17.745000+00:00,2026-08-20T15:31:17.745000+00:00,dubai-villa,real_estate,real_footage,modern_luxury,exterior_facade,real_existing,en,0.0,https://www.instagram.com/reel/DcRFxpMITCJ/,https://www.instagram.com/sellingwithsimmrit/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
northern___bear,1,29000.0,413.0,10400000.0,10400000.0,10400000.0,358.62068965517244,358.62068965517244,468.4684684684685,257.73794832795556,2026-06-24T17:45:54.355000+00:00,2026-06-24T17:45:54.355000+00:00,hunza-valley-luxury-resorts,theme_page,real_footage,traditional_regional,garden_landscape,real_existing,en,0.0,https://www.instagram.com/reel/DZ-j3rtI5AA/,https://www.instagram.com/northern___bear/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
_jeni__va,1,,,10300000.0,10300000.0,10300000.0,,,2.942857142857143,,2026-02-26T17:12:04.159000+00:00,2026-02-26T17:12:04.159000+00:00,dream-room,other,real_footage,other,bedroom,real_existing,,0.0,https://www.instagram.com/reel/DVOqMmzCRgK/,https://www.instagram.com/_jeni__va/,UNKNOWN,"VERIFIED (public topic pages; sample, not full account history)"
abdullahaslanoglu_,2,68000.0,133.0,5193500.0,10200000.0,10387000.0,76.375,150.0,16.522191807605825,15.805016155589371,2024-08-12T14:37:21.605000+00:00,2024-08-24T15:35:31.797000+00:00,luxury-dining-room;modern-house;modern-villa,designer_studio,3d_render,modern_luxury,dining,aspirational_realistic,en,0.0,https://www.instagram.com/reel/C-ks822KeDg/,https://www.instagram.com/abdullahaslanoglu_/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
aura.__.films,1,23000.0,636.0,10000000.0,10000000.0,10000000.0,434.7826086956522,434.7826086956522,2.898550724637681,3.9828332550497456,2025-05-29T04:28:50.017000+00:00,2025-05-29T04:28:50.017000+00:00,rainy-day,theme_page,real_footage,other,other,real_existing,en,0.0,https://www.instagram.com/reel/DKOV1oESWwa/,https://www.instagram.com/aura.__.films/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
predmet_ai,1,447000.0,313.0,9900000.0,9900000.0,9900000.0,22.14765100671141,22.14765100671141,45.6221198156682,41.52716761871699,2025-08-07T17:41:05.871000+00:00,2025-08-07T17:41:05.871000+00:00,ai-render,ai_creator,ai_generated,futuristic,exterior_facade,stylized_dreamy,en,1.0,https://www.instagram.com/reel/DNEAJl7TQ8U/,https://www.instagram.com/predmet_ai/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
luxuriatetouche,2,4000000.0,1760.0,5900000.0,9700000.0,11800000.0,1.4749999999999999,2.425,15.709304280179978,2.545479192701631,2025-04-27T16:47:30.306000+00:00,2025-07-29T16:48:26.163000+00:00,dream-house-design;ultra-modern-luxury-house-design,theme_page,3d_render,classical_luxury,exterior_facade,aspirational_realistic,en,0.5,https://www.instagram.com/reel/DI9Q70Uo8fB/,https://www.instagram.com/luxuriatetouche/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
explaining.architecturee,1,403000.0,291.0,9700000.0,9700000.0,9700000.0,24.069478908188586,24.069478908188586,0.825531914893617,0.3936868658555894,2026-05-03T17:37:08.722000+00:00,2026-05-03T17:37:08.722000+00:00,architecture,theme_page,3d_render,other,other,stylized_dreamy,en,0.0,https://www.instagram.com/reel/DX4piBMuBnd/,https://www.instagram.com/explaining.architecturee/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
calm_and_cozy_moments,1,332000.0,207.0,9400000.0,9400000.0,9400000.0,28.313253012048193,28.313253012048193,91.21785540999515,50.514346629962375,2026-01-06T14:14:57.003000+00:00,2026-01-06T14:14:57.003000+00:00,green-minimalist-interior-design,lifestyle_influencer,real_footage,biophilic,living_room,real_existing,en,0.0,https://www.instagram.com/reel/DTLBYuJCEXv/,https://www.instagram.com/calm_and_cozy_moments/,"VERIFIED (public embed page, rounded, 2026-09-25)","VERIFIED (public topic pages; sample, not full account history)"
